序号,点名,N,E,Z,B,L,H,天线高,σN,σE,σZ,平滑次数,解类型,开始本地时间,结束本地时间,开始UTC时间,结束UTC时间,描述,差分龄期,卫星数,公共卫星数,PDOP,截止高度角(°),参考站名称,基站B,基站L,基站H,里程,竖直倾角,倾斜向量方位角
487,pt486,3483083.0493,1224238.1183,34.9945," 31:14:40.84296"," 121:35:32.85696",34.9945,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:20:17.0,2020-01-02 11:20:17.0,2020-01-02 03:20:17.0,2020-01-02 03:20:17.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:00"," 195:37:11.29"
488,pt487,3483083.0511,1224238.1184,34.9895," 31:14:40.84302"," 121:35:32.85697",34.9895,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:20:18.0,2020-01-02 11:20:18.0,2020-01-02 03:20:18.0,2020-01-02 03:20:18.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:52"," 196:35:32.96"
489,pt488,3483083.0486,1224238.1175,34.9945," 31:14:40.84294"," 121:35:32.85693",34.9945,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:20:19.0,2020-01-02 11:20:19.0,2020-01-02 03:20:19.0,2020-01-02 03:20:19.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:51"," 194:12:49.82"
490,pt489,3483083.0491,1224238.1205,35.0015," 31:14:40.84295"," 121:35:32.85704",35.0015,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:20:20.0,2020-01-02 11:20:20.0,2020-01-02 03:20:20.0,2020-01-02 03:20:20.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:00"," 195:35:59.29"
491,pt490,3483083.0488,1224238.1187,34.9985," 31:14:40.84294"," 121:35:32.85697",34.9985,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:20:21.0,2020-01-02 11:20:21.0,2020-01-02 03:20:21.0,2020-01-02 03:20:21.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:00"," 195:33:35.29"
492,pt491,3483083.0486,1224238.1201,34.9995," 31:14:40.84293"," 121:35:32.85702",34.9995,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:20:22.0,2020-01-02 11:20:22.0,2020-01-02 03:20:22.0,2020-01-02 03:20:22.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:09"," 195:22:54.09"
493,pt492,3483083.0482,1224238.1171,35.0025," 31:14:40.84292"," 121:35:32.85691",35.0025,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:20:23.0,2020-01-02 11:20:23.0,2020-01-02 03:20:23.0,2020-01-02 03:20:23.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:51:09.06"
494,pt493,3483083.0506,1224238.1179,34.9925," 31:14:40.84300"," 121:35:32.85695",34.9925,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:20:24.0,2020-01-02 11:20:24.0,2020-01-02 03:20:24.0,2020-01-02 03:20:24.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:00"," 195:20:23.29"
495,pt494,3483083.0523,1224238.1195,34.9895," 31:14:40.84305"," 121:35:32.85701",34.9895,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:20:25.0,2020-01-02 11:20:25.0,2020-01-02 03:20:25.0,2020-01-02 03:20:25.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:01"," 192:47:07.23"
496,pt495,3483083.0498,1224238.1200,34.9915," 31:14:40.84297"," 121:35:32.85702",34.9915,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:20:26.0,2020-01-02 11:20:26.0,2020-01-02 03:20:26.0,2020-01-02 03:20:26.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:00"," 194:51:35.29"
497,pt496,3483083.0487,1224238.1172,34.9965," 31:14:40.84294"," 121:35:32.85691",34.9965,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:20:27.0,2020-01-02 11:20:27.0,2020-01-02 03:20:27.0,2020-01-02 03:20:27.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:37"," 197:18:30.17"
498,pt497,3483083.0474,1224238.1175,34.9925," 31:14:40.84290"," 121:35:32.85692",34.9925,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:20:28.0,2020-01-02 11:20:28.0,2020-01-02 03:20:28.0,2020-01-02 03:20:28.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:52"," 196:45:44.96"
499,pt498,3483083.0477,1224238.1142,34.9935," 31:14:40.84292"," 121:35:32.85680",34.9935,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:20:29.0,2020-01-02 11:20:29.0,2020-01-02 03:20:29.0,2020-01-02 03:20:29.0,,2.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:00"," 194:12:44.41"
500,pt499,3483083.0477,1224238.1194,34.9935," 31:14:40.84290"," 121:35:32.85700",34.9935,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:20:30.0,2020-01-02 11:20:30.0,2020-01-02 03:20:30.0,2020-01-02 03:20:30.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 194:45:39.77"
501,pt500,3483083.0458,1224238.1168,34.9935," 31:14:40.84285"," 121:35:32.85689",34.9935,1.5125,0.0070,0.0070,0.0190,1,RTK固定解,2020-01-02 11:20:31.0,2020-01-02 11:20:31.0,2020-01-02 03:20:31.0,2020-01-02 03:20:31.0,,2.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:03"," 197:43:20.54"
502,pt501,3483083.0504,1224238.1189,34.9975," 31:14:40.84299"," 121:35:32.85699",34.9975,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:20:32.0,2020-01-02 11:20:32.0,2020-01-02 03:20:32.0,2020-01-02 03:20:32.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:00"," 195:46:47.29"
503,pt502,3483083.0499,1224238.1174,34.9965," 31:14:40.84298"," 121:35:32.85693",34.9965,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:20:33.0,2020-01-02 11:20:33.0,2020-01-02 03:20:33.0,2020-01-02 03:20:33.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:09"," 195:40:18.09"
504,pt503,3483083.0483,1224238.1182,35.0005," 31:14:40.84293"," 121:35:32.85695",35.0005,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:20:34.0,2020-01-02 11:20:34.0,2020-01-02 03:20:34.0,2020-01-02 03:20:34.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:26"," 195:41:48.72"
505,pt504,3483083.0474,1224238.1198,35.0005," 31:14:40.84289"," 121:35:32.85701",35.0005,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:20:35.0,2020-01-02 11:20:35.0,2020-01-02 03:20:35.0,2020-01-02 03:20:35.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:40:57.06"
506,pt505,3483083.0477,1224238.1170,34.9955," 31:14:40.84291"," 121:35:32.85690",34.9955,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:20:36.0,2020-01-02 11:20:36.0,2020-01-02 03:20:36.0,2020-01-02 03:20:36.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:44"," 196:01:28.23"
507,pt506,3483083.0520,1224238.1173,34.9925," 31:14:40.84305"," 121:35:32.85693",34.9925,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:20:37.0,2020-01-02 11:20:37.0,2020-01-02 03:20:37.0,2020-01-02 03:20:37.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 195:49:48.72"
508,pt507,3483083.0501,1224238.1189,34.9895," 31:14:40.84298"," 121:35:32.85698",34.9895,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:20:38.0,2020-01-02 11:20:38.0,2020-01-02 03:20:38.0,2020-01-02 03:20:38.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:00"," 194:07:20.41"
509,pt508,3483083.0478,1224238.1175,34.9955," 31:14:40.84291"," 121:35:32.85692",34.9955,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:20:39.0,2020-01-02 11:20:39.0,2020-01-02 03:20:39.0,2020-01-02 03:20:39.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:00"," 194:34:47.29"
510,pt509,3483083.0479,1224238.1179,34.9925," 31:14:40.84291"," 121:35:32.85694",34.9925,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:20:40.0,2020-01-02 11:20:40.0,2020-01-02 03:20:40.0,2020-01-02 03:20:40.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:26"," 196:05:12.72"
511,pt510,3483083.0479,1224238.1204,34.9965," 31:14:40.84291"," 121:35:32.85704",34.9965,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:20:41.0,2020-01-02 11:20:41.0,2020-01-02 03:20:41.0,2020-01-02 03:20:41.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:49:21.06"
512,pt511,3483083.0475,1224238.1207,34.9995," 31:14:40.84289"," 121:35:32.85704",34.9995,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:20:42.0,2020-01-02 11:20:42.0,2020-01-02 03:20:42.0,2020-01-02 03:20:42.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:03"," 197:54:44.54"
513,pt512,3483083.0475,1224238.1201,34.9975," 31:14:40.84289"," 121:35:32.85702",34.9975,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:20:43.0,2020-01-02 11:20:43.0,2020-01-02 03:20:43.0,2020-01-02 03:20:43.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:22:21.06"
514,pt513,3483083.0473,1224238.1230,35.0005," 31:14:40.84288"," 121:35:32.85713",35.0005,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:20:44.0,2020-01-02 11:20:44.0,2020-01-02 03:20:44.0,2020-01-02 03:20:44.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:25:21.06"
515,pt514,3483083.0471,1224238.1206,35.0025," 31:14:40.84288"," 121:35:32.85704",35.0025,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:20:45.0,2020-01-02 11:20:45.0,2020-01-02 03:20:45.0,2020-01-02 03:20:45.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 196:25:12.72"
516,pt515,3483083.0441,1224238.1214,35.0005," 31:14:40.84278"," 121:35:32.85706",35.0005,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:20:46.0,2020-01-02 11:20:46.0,2020-01-02 03:20:46.0,2020-01-02 03:20:46.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:34:57.06"
517,pt516,3483083.0477,1224238.1229,34.9975," 31:14:40.84290"," 121:35:32.85713",34.9975,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:20:47.0,2020-01-02 11:20:47.0,2020-01-02 03:20:47.0,2020-01-02 03:20:47.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:03"," 198:03:08.54"
518,pt517,3483083.0472,1224238.1213,34.9955," 31:14:40.84288"," 121:35:32.85707",34.9955,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:20:48.0,2020-01-02 11:20:48.0,2020-01-02 03:20:48.0,2020-01-02 03:20:48.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 196:16:48.72"
519,pt518,3483083.0502,1224238.1232,34.9955," 31:14:40.84297"," 121:35:32.85714",34.9955,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:20:49.0,2020-01-02 11:20:49.0,2020-01-02 03:20:49.0,2020-01-02 03:20:49.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:52"," 196:21:08.96"
520,pt519,3483083.0503,1224238.1232,34.9995," 31:14:40.84298"," 121:35:32.85714",34.9995,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:20:50.0,2020-01-02 11:20:50.0,2020-01-02 03:20:50.0,2020-01-02 03:20:50.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:26"," 195:41:48.72"
521,pt520,3483083.0470,1224238.1207,35.0045," 31:14:40.84288"," 121:35:32.85705",35.0045,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:20:51.0,2020-01-02 11:20:51.0,2020-01-02 03:20:51.0,2020-01-02 03:20:51.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:12"," 197:46:54.62"
522,pt521,3483083.0513,1224238.1208,35.0025," 31:14:40.84302"," 121:35:32.85706",35.0025,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:20:52.0,2020-01-02 11:20:52.0,2020-01-02 03:20:52.0,2020-01-02 03:20:52.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:39"," 197:51:16.62"
523,pt522,3483083.0472,1224238.1236,35.0045," 31:14:40.84288"," 121:35:32.85715",35.0045,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:20:53.0,2020-01-02 11:20:53.0,2020-01-02 03:20:53.0,2020-01-02 03:20:53.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:37"," 197:09:30.17"
524,pt523,3483083.0484,1224238.1239,35.0025," 31:14:40.84292"," 121:35:32.85717",35.0025,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:20:54.0,2020-01-02 11:20:54.0,2020-01-02 03:20:54.0,2020-01-02 03:20:54.0,,2.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:37"," 197:11:18.17"
525,pt524,3483083.0493,1224238.1231,35.0005," 31:14:40.84295"," 121:35:32.85714",35.0005,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:20:55.0,2020-01-02 11:20:55.0,2020-01-02 03:20:55.0,2020-01-02 03:20:55.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 196:25:12.72"
526,pt525,3483083.0468,1224238.1232,35.0025," 31:14:40.84287"," 121:35:32.85713",35.0025,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:20:56.0,2020-01-02 11:20:56.0,2020-01-02 03:20:56.0,2020-01-02 03:20:56.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 196:03:00.72"
527,pt526,3483083.0475,1224238.1226,35.0015," 31:14:40.84289"," 121:35:32.85712",35.0015,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:20:57.0,2020-01-02 11:20:57.0,2020-01-02 03:20:57.0,2020-01-02 03:20:57.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:52"," 196:20:32.96"
528,pt527,3483083.0465,1224238.1210,34.9995," 31:14:40.84286"," 121:35:32.85705",34.9995,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:20:58.0,2020-01-02 11:20:58.0,2020-01-02 03:20:58.0,2020-01-02 03:20:58.0,,1.0,33,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:28:21.06"
529,pt528,3483083.0468,1224238.1209,35.0065," 31:14:40.84287"," 121:35:32.85705",35.0065,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:20:59.0,2020-01-02 11:20:59.0,2020-01-02 03:20:59.0,2020-01-02 03:20:59.0,,1.0,33,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 195:12:00.72"
530,pt529,3483083.0461,1224238.1229,35.0035," 31:14:40.84284"," 121:35:32.85713",35.0035,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:21:00.0,2020-01-02 11:21:00.0,2020-01-02 03:21:00.0,2020-01-02 03:21:00.0,,1.0,33,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:22"," 197:53:01.69"
531,pt530,3483083.0471,1224238.1204,35.0015," 31:14:40.84288"," 121:35:32.85703",35.0015,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:21:01.0,2020-01-02 11:21:01.0,2020-01-02 03:21:01.0,2020-01-02 03:21:01.0,,1.0,33,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:42:45.06"
532,pt531,3483083.0455,1224238.1197,35.0025," 31:14:40.84283"," 121:35:32.85700",35.0025,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:21:02.0,2020-01-02 11:21:02.0,2020-01-02 03:21:02.0,2020-01-02 03:21:02.0,,2.0,33,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:44"," 196:13:28.23"
533,pt532,3483083.0466,1224238.1215,35.0055," 31:14:40.84286"," 121:35:32.85707",35.0055,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:21:03.0,2020-01-02 11:21:03.0,2020-01-02 03:21:03.0,2020-01-02 03:21:03.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 195:19:48.72"
534,pt533,3483083.0489,1224238.1211,35.0025," 31:14:40.84294"," 121:35:32.85706",35.0025,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:21:04.0,2020-01-02 11:21:04.0,2020-01-02 03:21:04.0,2020-01-02 03:21:04.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:09:09.06"
535,pt534,3483083.0491,1224238.1231,35.0035," 31:14:40.84294"," 121:35:32.85714",35.0035,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:21:05.0,2020-01-02 11:21:05.0,2020-01-02 03:21:05.0,2020-01-02 03:21:05.0,,2.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:04:57.06"
536,pt535,3483083.0468,1224238.1218,35.0005," 31:14:40.84287"," 121:35:32.85708",35.0005,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:21:06.0,2020-01-02 11:21:06.0,2020-01-02 03:21:06.0,2020-01-02 03:21:06.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 197:03:45.06"
537,pt536,3483083.0477,1224238.1206,35.0035," 31:14:40.84290"," 121:35:32.85704",35.0035,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:21:07.0,2020-01-02 11:21:07.0,2020-01-02 03:21:07.0,2020-01-02 03:21:07.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:39:45.06"
538,pt537,3483083.0465,1224238.1214,35.0015," 31:14:40.84286"," 121:35:32.85707",35.0015,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:21:08.0,2020-01-02 11:21:08.0,2020-01-02 03:21:08.0,2020-01-02 03:21:08.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:28"," 196:57:42.22"
539,pt538,3483083.0503,1224238.1232,34.9975," 31:14:40.84298"," 121:35:32.85715",34.9975,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:21:09.0,2020-01-02 11:21:09.0,2020-01-02 03:21:09.0,2020-01-02 03:21:09.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:03"," 198:05:32.54"
540,pt539,3483083.0465,1224238.1227,35.0025," 31:14:40.84286"," 121:35:32.85712",35.0025,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:21:10.0,2020-01-02 11:21:10.0,2020-01-02 03:21:10.0,2020-01-02 03:21:10.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:03"," 198:09:44.54"
541,pt540,3483083.0494,1224238.1223,34.9975," 31:14:40.84295"," 121:35:32.85711",34.9975,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:21:11.0,2020-01-02 11:21:11.0,2020-01-02 03:21:11.0,2020-01-02 03:21:11.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:03"," 198:13:20.54"
542,pt541,3483083.0505,1224238.1202,35.0025," 31:14:40.84299"," 121:35:32.85703",35.0025,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:21:12.0,2020-01-02 11:21:12.0,2020-01-02 03:21:12.0,2020-01-02 03:21:12.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:30"," 199:20:41.14"
543,pt542,3483083.0488,1224238.1205,35.0015," 31:14:40.84294"," 121:35:32.85704",35.0015,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:21:13.0,2020-01-02 11:21:13.0,2020-01-02 03:21:13.0,2020-01-02 03:21:13.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:49"," 198:26:50.56"
544,pt543,3483083.0458,1224238.1220,35.0015," 31:14:40.84284"," 121:35:32.85709",35.0015,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:21:14.0,2020-01-02 11:21:14.0,2020-01-02 03:21:14.0,2020-01-02 03:21:14.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:16"," 199:04:07.18"
545,pt544,3483083.0475,1224238.1209,34.9975," 31:14:40.84289"," 121:35:32.85705",34.9975,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:21:15.0,2020-01-02 11:21:15.0,2020-01-02 03:21:15.0,2020-01-02 03:21:15.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:16"," 199:20:19.18"
546,pt545,3483083.0476,1224238.1206,34.9995," 31:14:40.84290"," 121:35:32.85704",34.9995,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:21:16.0,2020-01-02 11:21:16.0,2020-01-02 03:21:16.0,2020-01-02 03:21:16.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:40:22"," 197:30:49.69"
547,pt546,3483083.0484,1224238.1223,35.0045," 31:14:40.84292"," 121:35:32.85711",35.0045,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:21:17.0,2020-01-02 11:21:17.0,2020-01-02 03:21:17.0,2020-01-02 03:21:17.0,,1.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:10"," 196:24:09.06"
548,pt547,3483083.0490,1224238.1240,35.0005," 31:14:40.84294"," 121:35:32.85717",35.0005,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:21:18.0,2020-01-02 11:21:18.0,2020-01-02 03:21:18.0,2020-01-02 03:21:18.0,,2.0,34,21,1.4000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 195:05:27.77"
549,pt548,3483083.0487,1224238.1196,34.9995," 31:14:40.84293"," 121:35:32.85701",34.9995,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:21:19.0,2020-01-02 11:21:19.0,2020-01-02 03:21:19.0,2020-01-02 03:21:19.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:41:35"," 195:52:12.72"
550,pt549,3483083.0494,1224238.1207,34.9975," 31:14:40.84296"," 121:35:32.85705",34.9975,1.5125,0.0070,0.0070,0.0180,1,RTK固定解,2020-01-02 11:21:20.0,2020-01-02 11:21:20.0,2020-01-02 03:21:20.0,2020-01-02 03:21:20.0,,1.0,34,22,1.3000,10,RTCM32_GGB," 31:14:16.80550"," 121:35:34.78077",30.6214,0.0000," 00:42:30"," 198:27:17.14"
